$cid,CCTVID,LinkID,LookingViews_bearing,LookingViews_image,VideoStreamURL,VideoImageURL,ImageRefreshRate,LocationType,PositionLon,PositionLat,RoadID,RoadName,RoadClass,RoadDirection,RoadSection_Start,RoadSection_End,LocationMile,LayoutMapURL,SubAuthorityCode,Version
174,CCTV-N1-S-306.987-M,0000100030600D,,,,,,0,120.23054,23.15635,000010,國道1號,0,0,麻豆交流道,安定交流道,306K+987,,NFB-SR,
175,CCTV-N1-S-307.95-M,0000100030800D,,,,,,0,120.23202,23.14421,000010,國道1號,0,0,麻豆交流道,安定交流道,307K+950,,NFB-SR,
176,CCTV-N1-S-309.05-M,0000100030900D,,,,,,0,120.23412,23.138208,000010,國道1號,0,0,麻豆交流道,安定交流道,309K+050,,NFB-SR,
177,CCTV-N1-S-309.881-M,0000100031000D,,,,,,0,120.23891,23.127949,000010,國道1號,0,0,麻豆交流道,安定交流道,309K+881,,NFB-SR,
178,CCTV-N1-S-313.6-M,0000100031300D,,,,,,0,120.24885,23.099703,000010,國道1號,0,0,安定交流道,台南系統交流道,313K+600,,NFB-SR,
179,CCTV-N1-S-314.2-M,0000100031460D,,,,,,0,120.25054,23.090588,000010,國道1號,0,0,安定交流道,台南系統交流道,314K+200,,NFB-SR,
180,CCTV-N1-S-318.033-M,0000100031840D,,,,,,0,120.253136,23.05631,000010,國道1號,0,0,台南系統交流道,永康交流道,318K+033,,NFB-SR,
181,CCTV-N1-S-320.842-M,0000100032050D,,,,,,0,120.25001,23.034988,000010,國道1號,0,0,永康交流道,大灣交流道,320K+842,,NFB-SR,
182,CCTV-N1-S-323.6-M,0000100032400D,,,,,,0,120.248116,23.006832,000010,國道1號,0,0,永康交流道,大灣交流道,323K+600,,NFB-SR,
183,CCTV-N1-S-324.455-M,0000100032430D,,,,,,0,120.24795,22.998678,000010,國道1號,0,0,永康交流道,大灣交流道,324K+455,,NFB-SR,
184,CCTV-N1-S-324.505-M,0000100032430D,,,,,,0,120.24807,23.002438,000010,國道1號,0,0,大灣交流道,仁德交流道,324K+505,,NFB-SR,
185,CCTV-N1-S-325.411-M,0000100032500D,,,,,,0,120.248146,22.994253,000010,國道1號,0,0,大灣交流道,仁德交流道,325K+411,,NFB-SR,
186,CCTV-N1-S-327.36-M,,,,,,,0,120.24878,22.972553,,,,,大灣交流道,仁德交流道,327K+360,,NFB-SR,
187,CCTV-N1-S-329.995-M,0000100032900D,,,,,,0,120.24906,22.953129,000010,國道1號,0,0,仁德交流道,仁德系統交流道,329K+995,,NFB-SR,
188,CCTV-N1-S-332-M,0000100033200D,,,,,,0,120.25393,22.93175,000010,國道1號,0,0,仁德系統交流道,仁德服務區,332K+000,,NFB-SR,
189,CCTV-N1-S-332.982-M,0000100033300D,,,,,,0,120.257675,22.923447,000010,國道1號,0,0,仁德系統交流道,仁德服務區,332K+982,,NFB-SR,
190,CCTV-N1-S-334.1-M,0000100033400D,,,,,,0,120.26196,22.91404,000010,國道1號,0,0,仁德系統交流道,仁德服務區,334K+100,,NFB-SR,
191,CCTV-N1-S-335.2-M,0000100033520D,,,,,,0,120.26514,22.905693,000010,國道1號,0,0,仁德服務區,路竹交流道,335K+200,,NFB-SR,
192,CCTV-N1-S-335.94-M,0000100033610D,,,,,,0,120.268936,22.898685,000010,國道1號,0,0,仁德服務區,路竹交流道,335K+940,,NFB-SR,
193,CCTV-N1-S-336.53-M,0000100033700E,,,,,,0,120.27111,22.893888,000010,國道1號,0,0,仁德服務區,路竹交流道,336K+530,,NFB-SR,
194,CCTV-N1-S-338.3-M,0000100033840E,,,,,,0,120.27861,22.88,000010,國道1號,0,0,仁德服務區,路竹交流道,338K+300,,NFB-SR,
195,CCTV-N1-S-340.8-M,0000100034100E,,,,,,0,120.288475,22.858658,000010,國道1號,0,0,路竹交流道,高科交流道,340K+800,,NFB-SR,
196,CCTV-N1-S-341.528-M,0000100034100E,,,,,,0,120.290794,22.85278,000010,國道1號,0,0,路竹交流道,高科交流道,341K+528,,NFB-SR,
197,CCTV-N1-S-342.435-M,0000100034210E,,,,,,0,120.2927,22.849493,000010,國道1號,0,0,高科交流道,岡山交流道,342K+435,,NFB-SR,
198,CCTV-N1-S-342.44-M,0000100034210E,,,,,,0,120.29508,22.845537,000010,國道1號,0,0,高科交流道,岡山交流道,342K+440,,NFB-SR,
199,CCTV-N1-S-346.79-M,0000100034700E,,,,,,0,120.31416,22.812222,000010,國道1號,0,0,高科交流道,岡山交流道,346K+790,,NFB-SR,
200,CCTV-N1-S-347.69-M,0000100034800E,,,,,,0,120.31648,22.803087,000010,國道1號,0,0,高科交流道,岡山交流道,347K+690,,NFB-SR,
201,CCTV-N1-S-349.998-M,0000100034950E,,,,,,0,120.32068,22.78738,000010,國道1號,0,0,岡山交流道,楠梓交流道,349K+998,,NFB-SR,
202,CCTV-N1-S-355.994-M,0000100035600E,,,,,,0,120.33405,22.73073,000010,國道1號,0,0,岡山交流道,楠梓交流道,355K+994,,NFB-SR,
203,CCTV-N1-S-357.1-M,,,,,,,0,120.33151,22.722301,,,,,楠梓交流道,鼎金系統交流道,357K+100,,NFB-SR,
204,CCTV-N1-S-359.15-M,0000100035900E,,,,,,0,120.327774,22.702778,000010,國道1號,0,0,楠梓交流道,鼎金系統交流道,359K+150,,NFB-SR,
205,CCTV-N1-S-360-M,0000100036000E,,,,,,0,120.32724,22.695328,000010,國道1號,0,0,楠梓交流道,鼎金系統交流道,360K+000,,NFB-SR,
206,CCTV-N1-S-360.695-M,0000100036000E,,,,,,0,120.327484,22.693918,000010,國道1號,0,0,楠梓交流道,鼎金系統交流道,360K+695,,NFB-SR,
207,CCTV-N1-S-362.176-M,0000100036200E,,,,,,0,120.328514,22.680616,000010,國道1號,0,0,楠梓交流道,鼎金系統交流道,362K+176,,NFB-SR,
208,CCTV-N1-S-362.5-M,,,,,,,0,120.32759,22.676003,,,,,鼎金系統交流道,高雄交流道,362K+500,,NFB-SR,
209,CCTV-N1-S-362.99-M,0000100036300E,,,,,,0,120.32946,22.66847,000010,國道1號,0,0,鼎金系統交流道,高雄交流道,362K+990,,NFB-SR,
210,CCTV-N1-S-363.6-M,0000100036400E,,,,,,0,120.33018,22.662828,000010,國道1號,0,0,鼎金系統交流道,高雄交流道,363K+600,,NFB-SR,
211,CCTV-N1-S-365.71-M,0000100036600E,,,,,,0,120.33639,22.644722,000010,國道1號,0,0,鼎金系統交流道,高雄交流道,365K+710,,NFB-SR,
212,CCTV-N1-S-366.1-M,,,,,,,0,120.336784,22.64126,,,,,鼎金系統交流道,高雄交流道,366K+100,,NFB-SR,
213,CCTV-N1-S-367.5-M,,,,,,,0,120.33599,22.628685,,,,,高雄交流道,瑞隆路交流道,367K+500,,NFB-SR,
214,CCTV-N1-S-367.5-M,,,,,,,0,120.33599,22.628685,,,,,高雄交流道,瑞隆路交流道,367K+500,,NFB-SR,
215,CCTV-N1-S-368.511-M,0000100036900E,,,,,,0,120.33648,22.61977,000010,國道1號,0,0,高雄交流道,瑞隆路交流道,368K+511,,NFB-SR,
216,CCTV-N1-S-370.615-M,0000100037020E,,,,,,0,120.34085,22.606564,000010,國道1號,0,0,五甲系統交流道,五甲交流道,370K+615,,NFB-SR,
217,CCTV-N1-S-371.33-M,,,,,,,0,120.33919,22.595959,,,,,五甲系統交流道,五甲交流道,371K+330,,NFB-SR,
218,CCTV-N1-S-373.61-M,,,,,,,0,120.32399,22.58272,,,,,漁港路交流道,高雄端,373K+610,,NFB-SR,
219,CCTV-N1-S-374.2-M,,,,,,,0,120.31829,22.578632,,,,,漁港路交流道,高雄端,374K+200,,NFB-SR,
220,CCTV-N1-N-0.1-M,0000100100000C,,,,,,0,121.734825,25.121178,000010,國道1號,0,1,基隆交流道,基隆端,0K+100,,NFB-NR,
221,CCTV-N1-N-0.23-M,0000100100000C,,,,,,0,121.733376,25.120901,000010,國道1號,0,1,基隆交流道,基隆端,0K+230,,NFB-NR,
222,CCTV-N1-N-0.3-M,0000100100000C,,,,,,0,121.7333,25.119642,000010,國道1號,0,1,基隆交流道,基隆端,0K+300,,NFB-NR,
223,CCTV-N1-N-0.4-M,0000100100000C,,,,,,0,121.73312,25.119482,000010,國道1號,0,1,基隆交流道,基隆端,0K+400,,NFB-NR,
224,CCTV-N1-N-1.94-M,0000100100160C,,,,,,0,121.72528,25.107779,000010,國道1號,0,1,八堵交流道,基隆交流道,1K+940,,NFB-NR,
225,CCTV-N1-N-2.64-M,0000100100270C,,,,,,0,121.72056,25.103333,000010,國道1號,0,1,大華系統交流道,八堵交流道,2K+640,,NFB-NR,
226,CCTV-N1-N-3.18-M,0000100100300C,,,,,,0,121.71572,25.10237,000010,國道1號,0,1,大華系統交流道,八堵交流道,3K+180,,NFB-NR,
227,CCTV-N1-N-4.9-M,,,,,,,0,121.728615,25.115833,,,,,大華系統交流道,八堵交流道,4K+900,,NFB-NR,
228,CCTV-N1-N-4.9-M,,,,,,,0,121.699745,25.097773,,,,,大華系統交流道,八堵交流道,4K+900,,NFB-NR,
229,CCTV-N1-N-5.9-M,,,,,,,0,121.69549,25.089643,,,,,五堵交流道,大華系統交流道,5K+900,,NFB-NR,
230,CCTV-N1-N-5.95-M,0000100100600C,,,,,,0,121.695274,25.089167,000010,國道1號,0,1,五堵交流道,大華系統交流道,5K+950,,NFB-NR,
231,CCTV-N1-N-7.3-M,0000100100730C,,,,,,0,121.68254,25.085728,000010,國道1號,0,1,汐止交流道,五堵交流道,7K+300,,NFB-NR,
232,CCTV-N1-N-9.4-M,0000100100900F,,,,,,0,121.665,25.078611,000010,國道1號,0,1,汐止交流道,五堵交流道,9K+400,,NFB-NR,
233,CCTV-N1-N-10.55-M,,,,,,,0,121.653755,25.073793,,,,,汐止系統交流道,汐止交流道,10K+550,,NFB-NR,
234,CCTV-N1-N-10.55-M,,,,,,,0,121.653755,25.073793,,,,,汐止系統交流道,汐止交流道,10K+550,,NFB-NR,
235,CCTV-N1-N-12.415-M,0000100101240F,,,,,,0,121.63652,25.069418,000010,國道1號,0,1,高架汐止端,汐止系統交流道,12K+415,,NFB-NR,
236,CCTV-N1-N-13-M,0000100101300F,,,,,,0,121.62611,25.06666,000010,國道1號,0,1,高架汐止端,汐止系統交流道,13K+000,,NFB-NR,
237,CCTV-N1-N-13.32-M,0000100101300F,,,,,,0,121.62819,25.066814,000010,國道1號,0,1,高架汐止端,汐止系統交流道,13K+320,,NFB-NR,
238,CCTV-N1-N-13.74-M,0000100101300F,,,,,,0,121.623886,25.06639,000010,國道1號,0,1,高架汐止端,汐止系統交流道,13K+740,,NFB-NR,
239,CCTV-N1-N-21.23-M,0000100102100A,,,,,,0,121.55164,25.072992,000010,國道1號,0,1,圓山交流道,內湖交流道,21K+230,,NFB-NR,
240,CCTV-N1-N-25.5-M,,,,,,,0,121.50886,25.076563,,,,,三重交流道,台北交流道,25K+500,,NFB-NR,
241,CCTV-N1-N-32.98-M,,,,,,,0,121.4379,25.06755,,,,,五股交流道,五股轉接道交流道,32K+980,,NFB-NR,
242,CCTV-N1-N-33.12-M,0000100103200F,,,,,,0,121.43806,25.06864,000010,國道1號,0,1,高公局交流道,五股交流道,33K+120,,NFB-NR,
243,CCTV-N1-N-34.17-M,0000100103400F,,,,,,0,121.42639,25.067623,000010,國道1號,0,1,高公局交流道,五股交流道,34K+170,,NFB-NR,
244,CCTV-N1-N-34.4-M,0000100103400F,,,,,,0,121.42483,25.066692,000010,國道1號,0,1,泰山轉接道交流道,高公局交流道,34K+400,,NFB-NR,
245,CCTV-N1-N-35.09-M,0000100103490F,,,,,,0,121.41892,25.06335,000010,國道1號,0,1,泰山轉接道交流道,高公局交流道,35K+090,,NFB-NR,
246,CCTV-N1-N-35.9-M,0000100103490F,,,,,,0,121.41177,25.058815,000010,國道1號,0,1,泰山轉接道交流道,高公局交流道,35K+900,,NFB-NR,
247,CCTV-N1-N-37-M,0000100103700F,,,,,,0,121.402054,25.055372,000010,國道1號,0,1,林口交流道,泰山轉接道交流道,37K+000,,NFB-NR,
248,CCTV-N1-N-39.465-M,0000100103900F,,,,,,0,121.38183,25.064466,000010,國道1號,0,1,林口交流道,泰山轉接道交流道,39K+465,,NFB-NR,
249,CCTV-N1-N-47.3-M,0000100104700H,,,,,,0,121.31089,25.04426,000010,國道1號,0,1,桃園交流道,林口交流道,47K+300,,NFB-NR,
250,CCTV-N1-N-49-M,,,,,,,0,121.297966,25.03775,,,,,桃園交流道,林口交流道,49K+000,,NFB-NR,
251,CCTV-N1-N-55-M,,,,,,,0,121.25269,25.001757,,,,,中壢服務區,機場系統交流道,55K+000,,NFB-NR,
252,CCTV-N1-N-56.98-M,0000100105650H,,,,,,0,121.23929,24.990168,000010,國道1號,0,1,內壢交流道,中壢服務區,56K+980,,NFB-NR,
253,CCTV-N1-N-56.99-M,,,,,,,0,121.23943,24.9881,,,,,內壢交流道,中壢服務區,56K+990,,NFB-NR,
254,CCTV-N1-N-61-M,0000100106020H,,,,,,0,121.21139,24.965845,000010,國道1號,0,1,中壢交流道,中壢轉接二交流道,61K+000,,NFB-NR,
255,CCTV-N1-N-64.6-M,0000100106430H,,,,,,0,121.19197,24.938522,000010,國道1號,0,1,平鎮系統交流道,中壢交流道,64K+600,,NFB-NR,
256,CCTV-N1-N-65-M,,,,,,,0,121.18682,24.93313,,,,,平鎮系統交流道,中壢交流道,65K+000,,NFB-NR,
257,CCTV-N1-N-70.15-M,0000100107000H,,,,,,0,121.15806,24.902222,000010,國道1號,0,1,高架楊梅端,楊梅交流道,70K+150,,NFB-NR,
258,CCTV-N1-N-70.22-M,0000100107000H,,,,,,0,121.15766,24.90202,000010,國道1號,0,1,高架楊梅端,楊梅交流道,70K+220,,NFB-NR,
259,CCTV-N1-N-70.9-M,0000100107060H,,,,,,0,121.15293,24.900524,000010,國道1號,0,1,高架楊梅端,楊梅交流道,70K+900,,NFB-NR,
260,CCTV-N1-N-71.9-M,0000100107100H,,,,,,0,121.14167,24.8975,000010,國道1號,0,1,湖口交流道,高架楊梅端,71K+900,,NFB-NR,
261,CCTV-N1-N-73.95-M,0000100107300H,,,,,,0,121.12194,24.892778,000010,國道1號,0,1,湖口交流道,高架楊梅端,73K+950,,NFB-NR,
262,CCTV-N1-N-74.5-M,0000100107400H,,,,,,0,121.11639,24.893057,000010,國道1號,0,1,湖口交流道,高架楊梅端,74K+500,,NFB-NR,
263,CCTV-N1-N-77.53-M,0000100107700J,,,,,,0,121.08889,24.885,000010,國道1號,0,1,湖口交流道,高架楊梅端,77K+530,,NFB-NR,
264,CCTV-N1-N-79.85-M,0000100107900J,,,,,,0,121.0675,24.878332,000010,國道1號,0,1,湖口交流道,高架楊梅端,79K+850,,NFB-NR,
265,CCTV-N1-N-80.3-M,0000100108000J,,,,,,0,121.06353,24.876726,000010,國道1號,0,1,湖口交流道,高架楊梅端,80K+300,,NFB-NR,
266,CCTV-N1-N-81.1-M,0000100108100J,,,,,,0,121.05556,24.875834,000010,國道1號,0,1,湖口交流道,高架楊梅端,81K+100,,NFB-NR,
267,CCTV-N1-N-86-M,0000100108600J,,,,,,0,121.01141,24.861174,000010,國道1號,0,1,湖口服務區,湖口交流道,86K+000,,NFB-NR,
268,CCTV-N1-N-86-M,0000100108600J,,,,,,0,121.0118,24.86212,000010,國道1號,0,1,湖口服務區,湖口交流道,86K+000,,NFB-NR,
269,CCTV-N1-N-86.4-M,,,,,,,0,121.01167,24.860315,,,,,湖口服務區,湖口交流道,86K+400,,NFB-NR,
270,CCTV-N1-N-86.4-M,,,,,,,0,121.01202,24.861004,,,,,湖口服務區,湖口交流道,86K+400,,NFB-NR,
271,CCTV-N1-N-86.4-M,0000100108600J,,,,,,0,121.01244,24.862434,000010,國道1號,0,1,湖口服務區,湖口交流道,86K+400,,NFB-NR,
272,CCTV-N1-N-87.49-M,0000100108600J,,,,,,0,121.01041,24.857412,000010,國道1號,0,1,竹北交流道,湖口服務區,87K+490,,NFB-NR,
273,CCTV-N1-N-89.3-M,0000100108900J,,,,,,0,121.0225,24.838333,000010,國道1號,0,1,竹北交流道,湖口服務區,89K+300,,NFB-NR,
274,CCTV-N1-N-90.01-M,0000100108900J,,,,,,0,121.02167,24.831944,000010,國道1號,0,1,竹北交流道,湖口服務區,90K+010,,NFB-NR,
275,CCTV-N1-N-90.47-M,0000100109000J,,,,,,0,121.02009,24.82816,000010,國道1號,0,1,竹北交流道,湖口服務區,90K+470,,NFB-NR,
276,CCTV-N1-N-92.68-M,0000100109240O,,,,,,0,121.010826,24.810001,000010,國道1號,0,1,新竹交流道,竹北交流道,92K+680,,NFB-NR,
277,CCTV-N1-N-94.03-M,,,,,,,0,121.00889,24.797777,,,,,新竹交流道,竹北交流道,94K+030,,NFB-NR,
278,CCTV-N1-N-96.6-M,,,,,,,0,121.00389,24.775,,,,,新竹系統交流道,新竹交流道,96K+600,,NFB-NR,
279,CCTV-N1-N-97.45-M,0000100109740J,,,,,,0,121.00222,24.768057,000010,國道1號,0,1,新竹系統交流道,新竹交流道,97K+450,,NFB-NR,
280,CCTV-N1-N-98-M,0000100109740J,,,,,,0,120.99904,24.763533,000010,國道1號,0,1,新竹系統交流道,新竹交流道,98K+000,,NFB-NR,
281,CCTV-N1-N-99.78-M,0000100109980J,,,,,,0,120.98472,24.754444,000010,國道1號,0,1,頭份交流道,新竹系統交流道,99K+780,,NFB-NR,
282,CCTV-N1-N-102.046-M,0000100110200J,,,,,,0,120.97217,24.738878,000010,國道1號,0,1,頭份交流道,新竹系統交流道,102K+046,,NFB-CR,
283,CCTV-N1-N-103.987-M,0000100110300J,,,,,,0,120.95711,24.727692,000010,國道1號,0,1,頭份交流道,新竹系統交流道,103K+987,,NFB-CR,
284,CCTV-N1-N-109.62-M,0000100110900K,,,,,,0,120.92221,24.69735,000010,國道1號,0,1,頭份交流道,新竹系統交流道,109K+620,,NFB-CR,
285,CCTV-N1-N-109.735-M,0000100110900K,,,,,,0,120.921524,24.69657,000010,國道1號,0,1,頭份交流道,新竹系統交流道,109K+735,,NFB-CR,
286,CCTV-N1-N-110-M,0000100111000K,,,,,,0,120.91998,24.694223,000010,國道1號,0,1,頭份交流道,新竹系統交流道,110K+000,,NFB-CR,
287,CCTV-N1-N-111.45-M,0000100111100K,,,,,,0,120.91165,24.684,000010,國道1號,0,1,頭屋交流道,頭份交流道,111K+450,,NFB-CR,
288,CCTV-N1-N-113.425-M,0000100111300K,,,,,,0,120.89659,24.67303,000010,國道1號,0,1,頭屋交流道,頭份交流道,113K+425,,NFB-CR,
289,CCTV-N1-N-119.995-M,0000100111900K,,,,,,0,120.86743,24.626352,000010,國道1號,0,1,頭屋交流道,頭份交流道,119K+995,,NFB-CR,
290,CCTV-N1-N-121.19-M,0000100112100K,,,,,,0,120.86375,24.61625,000010,國道1號,0,1,頭屋交流道,頭份交流道,121K+190,,NFB-CR,
291,CCTV-N1-N-122.69-M,0000100112200K,,,,,,0,120.8644,24.60304,000010,國道1號,0,1,頭屋交流道,頭份交流道,122K+690,,NFB-CR,
292,CCTV-N1-N-124.5-M,0000100112400K,,,,,,0,120.8612,24.587334,000010,國道1號,0,1,頭屋交流道,頭份交流道,124K+500,,NFB-CR,
293,CCTV-N1-N-125.5-M,0000100112530K,,,,,,0,120.857,24.579372,000010,國道1號,0,1,頭屋交流道,頭份交流道,125K+500,,NFB-CR,
294,CCTV-N1-N-127.4-M,0000100112700K,,,,,,0,120.84688,24.5655,000010,國道1號,0,1,苗栗交流道,頭屋交流道,127K+400,,NFB-CR,
295,CCTV-N1-N-129.3-M,0000100112900K,,,,,,0,120.83891,24.550173,000010,國道1號,0,1,苗栗交流道,頭屋交流道,129K+300,,NFB-CR,
296,CCTV-N1-N-135.41-M,0000100113500K,,,,,,0,120.80378,24.506907,000010,國道1號,0,1,銅鑼交流道,苗栗交流道,135K+410,,NFB-CR,
297,CCTV-N1-N-139.2-M,0000100113900K,,,,,,0,120.78227,24.483704,000010,國道1號,0,1,銅鑼交流道,苗栗交流道,139K+200,,NFB-CR,
298,CCTV-N1-N-141.67-M,0000100114100K,,,,,,0,120.78806,24.4621,000010,國道1號,0,1,三義交流道,銅鑼交流道,141K+670,,NFB-CR,
299,CCTV-N1-N-142.81-M,0000100114200K,,,,,,0,120.78321,24.453276,000010,國道1號,0,1,三義交流道,銅鑼交流道,142K+810,,NFB-CR,
300,CCTV-N1-N-143.707-M,0000100114300K,,,,,,0,120.78175,24.445333,000010,國道1號,0,1,三義交流道,銅鑼交流道,143K+707,,NFB-CR,
301,CCTV-N1-N-145.746-M,0000100114500K,,,,,,0,120.77717,24.427624,000010,國道1號,0,1,三義交流道,銅鑼交流道,145K+746,,NFB-CR,
302,CCTV-N1-N-146.59-M,0000100114600K,,,,,,0,120.77567,24.42018,000010,國道1號,0,1,三義交流道,銅鑼交流道,146K+590,,NFB-CR,
303,CCTV-N1-N-147.6-M,0000100114700K,,,,,,0,120.77304,24.41117,000010,國道1號,0,1,三義交流道,銅鑼交流道,147K+600,,NFB-CR,
304,CCTV-N1-N-150.35-M,0000100115020K,,,,,,0,120.75734,24.391409,000010,國道1號,0,1,泰安服務區,三義交流道,150K+350,,NFB-CR,
305,CCTV-N1-N-154.015-M,0000100115400K,,,,,,0,120.740204,24.362509,000010,國道1號,0,1,泰安服務區,三義交流道,154K+015,,NFB-CR,
306,CCTV-N1-N-154.995-M,0000100115500K,,,,,,0,120.7339,24.35521,000010,國道1號,0,1,泰安服務區,三義交流道,154K+995,,NFB-CR,
307,CCTV-N1-N-157.04-M,0000100115700B,,,,,,0,120.72183,24.34048,000010,國道1號,0,1,泰安服務區,三義交流道,157K+040,,NFB-CR,
308,CCTV-N1-N-157.4-M,,,,,,,0,120.7165,24.328863,,,,,泰安服務區,三義交流道,157K+400,,NFB-CR,
309,CCTV-N1-N-158.055-M,0000100115800B,,,,,,0,120.717285,24.332878,000010,國道1號,0,1,泰安服務區,三義交流道,158K+055,,NFB-CR,
310,CCTV-N1-N-158.401-M,,,,,,,0,120.716484,24.328959,,,,,泰安服務區,三義交流道,158K+401,,NFB-CR,
311,CCTV-N1-N-163.36-M,0000100116300B,,,,,,0,120.69524,24.290583,000010,國道1號,0,1,台中系統交流道,后里交流道,163K+360,,NFB-CR,
312,CCTV-N1-N-163.4-M,0000100116300B,,,,,,0,120.69518,24.290222,000010,國道1號,0,1,台中系統交流道,后里交流道,163K+400,,NFB-CR,
313,CCTV-N1-N-164.68-M,0000100116400B,,,,,,0,120.69379,24.278763,000010,國道1號,0,1,台中系統交流道,后里交流道,164K+680,,NFB-CR,
314,CCTV-N1-N-165.35-M,0000100116520B,,,,,,0,120.69317,24.272133,000010,國道1號,0,1,台中系統交流道,后里交流道,165K+350,,NFB-CR,
315,CCTV-N1-N-170.98-M,0000100117000B,,,,,,0,120.6825,24.223473,000010,國道1號,0,1,大雅交流道,豐原交流道,170K+980,,NFB-CR,
316,CCTV-N1-N-171.745-M,0000100117100B,,,,,,0,120.67737,24.217318,000010,國道1號,0,1,大雅交流道,豐原交流道,171K+745,,NFB-CR,
317,CCTV-N1-N-173.05-M,0000100117300B,,,,,,0,120.66703,24.210367,000010,國道1號,0,1,大雅交流道,豐原交流道,173K+050,,NFB-CR,
318,CCTV-N1-N-174.4-M,0000100117400B,,,,,,0,120.65601,24.205223,000010,國道1號,0,1,台中交流道,大雅交流道,174K+400,,NFB-CR,
319,CCTV-N1-N-174.93-M,0000100117500B,,,,,,0,120.65152,24.20281,000010,國道1號,0,1,台中交流道,大雅交流道,174K+930,,NFB-CR,
320,CCTV-N1-N-176.4-M,0000100117600B,,,,,,0,120.64092,24.193863,000010,國道1號,0,1,台中交流道,大雅交流道,176K+400,,NFB-CR,
321,CCTV-N1-N-177.55-M,0000100117700B,,,,,,0,120.63558,24.18393,000010,國道1號,0,1,台中交流道,大雅交流道,177K+550,,NFB-CR,
322,CCTV-N1-N-179.85-M,0000100117930B,,,,,,0,120.62406,24.167223,000010,國道1號,0,1,南屯交流道,台中交流道,179K+850,,NFB-CR,
323,CCTV-N1-N-180.3-M,0000100118000B,,,,,,0,120.6218,24.162832,000010,國道1號,0,1,南屯交流道,台中交流道,180K+300,,NFB-CR,
324,CCTV-N1-N-181.28-M,0000100118100B,,,,,,0,120.62008,24.155052,000010,國道1號,0,1,南屯交流道,台中交流道,181K+280,,NFB-CR,
325,CCTV-N1-N-185.008-M,0000100118500B,,,,,,0,120.616,24.121754,000010,國道1號,0,1,王田交流道,南屯交流道,185K+008,,NFB-CR,
326,CCTV-N1-N-186.85-M,0000100118600B,,,,,,0,120.603294,24.111399,000010,國道1號,0,1,王田交流道,南屯交流道,186K+850,,NFB-CR,
327,CCTV-N1-N-191.75-M,0000100119130N,,,,,,0,120.56176,24.1058,000010,國道1號,0,1,彰化系統交流道,王田交流道,191K+750,,NFB-CR,
328,CCTV-N1-N-192.9-M,0000100119300N,,,,,,0,120.55335,24.09888,000010,國道1號,0,1,彰化交流道,彰化系統交流道,192K+900,,NFB-CR,
329,CCTV-N1-N-193.8-M,0000100119350N,,,,,,0,120.54573,24.09768,000010,國道1號,0,1,彰化交流道,彰化系統交流道,193K+800,,NFB-CR,
330,CCTV-N1-N-194.721-M,0000100119400N,,,,,,0,120.53729,24.09479,000010,國道1號,0,1,彰化交流道,彰化系統交流道,194K+721,,NFB-CR,
331,CCTV-N1-N-198.65-M,0000100119800N,,,,,,0,120.522835,24.063768,000010,國道1號,0,1,埔鹽系統交流道,彰化交流道,198K+650,,NFB-CR,
332,CCTV-N1-N-199.72-M,0000100119920N,,,,,,0,120.524,24.05325,000010,國道1號,0,1,埔鹽系統交流道,彰化交流道,199K+720,,NFB-CR,
333,CCTV-N1-N-200.04-M,0000100120000N,,,,,,0,120.52396,24.049997,000010,國道1號,0,1,埔鹽系統交流道,彰化交流道,200K+040,,NFB-CR,
334,CCTV-N1-N-202.03-M,0000100120200N,,,,,,0,120.520996,24.033651,000010,國道1號,0,1,埔鹽系統交流道,彰化交流道,202K+030,,NFB-CR,
335,CCTV-N1-N-204.234-M,0000100120400N,,,,,,0,120.51468,24.01469,000010,國道1號,0,1,埔鹽系統交流道,彰化交流道,204K+234,,NFB-CR,
336,CCTV-N1-N-206-M,0000100120600N,,,,,,0,120.510895,23.998041,000010,國道1號,0,1,埔鹽系統交流道,彰化交流道,206K+000,,NFB-CR,
337,CCTV-N1-N-209.11-M,0000100120900N,,,,,,0,120.506134,23.971573,000010,國道1號,0,1,員林交流道,埔鹽系統交流道,209K+110,,NFB-CR,
338,CCTV-N1-N-210.88-M,0000100121040N,,,,,,0,120.5065,23.955662,000010,國道1號,0,1,員林交流道,埔鹽系統交流道,210K+880,,NFB-CR,
339,CCTV-N1-N-212.06-M,0000100121200N,,,,,,0,120.5052,23.945114,000010,國道1號,0,1,北斗交流道,員林交流道,212K+060,,NFB-CR,
340,CCTV-N1-N-212.995-M,0000100121300N,,,,,,0,120.50246,23.93583,000010,國道1號,0,1,北斗交流道,員林交流道,212K+995,,NFB-CR,
