dbId,domainId,eqId,freewayId,latitude,locationId,longitude,mainDirection,url
4030001,S,CCTV-N1-S-251.450-M,10010,23.602054596,0111,120.435256959,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=373
4030002,S,CCTV-N1-S-255.800-M,10010,23.5652771,0,120.419998169,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1
4030003,S,CCTV-N1-S-257.075-M,10010,23.556865693,0111,120.416999817,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=25
4030005,S,CCTV-N1-S-257.100-L,10010,23.553796769,0,120.414787293,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=27
4030006,S,CCTV-N1-S-262.005-M,10010,23.514448166,0421,120.403572083,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=375
4030007,S,CCTV-N1-S-262.400-M,10010,0.0,0,0.0,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=10
4030008,S,CCTV-N1-S-264.245-L,10010,23.495334626,0421,120.390785218,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=364
4030009,S,CCTV-N1-S-265.410-M,10010,23.486387253,0,120.384719849,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=4
4030010,S,CCTV-N1-S-274.784-M,10010,23.410636902,0117,120.354629517,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=377
4030011,S,CCTV-N1-S-275.100-M,10010,23.40436554,0117,120.354804993,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=337
4030012,S,CCTV-N1-S-278.988-M,10010,23.373420716,0117,120.350845337,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=378
4030013,S,CCTV-N1-S-280.700-M,10010,23.358333588,0,120.33833313,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=31
4030014,S,CCTV-N1-S-282.700-M,10010,23.348230362,0,120.322860718,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=39
4030015,S,CCTV-N1-S-284.200-M,10010,23.340030671,0,120.312065125,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=40
4030016,S,CCTV-N1-S-284.200-R,10010,23.340028763,0121,120.311889649,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=210
4030017,S,CCTV-N1-S-285.000-M,10010,0.0,0,0.0,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=29
4030018,S,CCTV-N1-S-286.500-M,10010,23.337747574,0,120.309890748,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=41
4030019,S,CCTV-N1-S-288.000-M,10010,23.310138703,0,120.292633057,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=42
4030020,S,CCTV-N1-S-293.490-M,10010,23.268888474,0,120.263336182,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=33
4030021,S,CCTV-N1-S-298.379-M,10010,23.232175828,0123,120.244506836,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=380
4030022,S,CCTV-N1-S-299.170-M,10010,23.231111527,0,120.243888855,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=34
4030023,S,CCTV-N1-S-301.900-M,10010,23.198467255,0415,120.236297608,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=381
4030024,S,CCTV-N1-S-303.800-L,10010,23.180894852,0125,120.232765198,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=366
4030025,S,CCTV-N1-S-304.710-M,10010,23.172777176,0,120.233612061,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=47
4030026,S,CCTV-N1-S-306.005-M,10010,23.165109635,0125,120.23173523,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=382
4030027,S,CCTV-N1-S-306.987-M,10010,23.156349183,0,120.230537415,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=63
4030028,S,CCTV-N1-S-309.050-M,10010,23.13820839,0,120.23412323,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=64
4030029,S,CCTV-N1-S-313.400-M,10010,0.0,0,0.0,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=307
4030033,S,CCTV-N1-S-320.842-M,10010,23.034988404,0133,120.25000763,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=386
4030036,S,CCTV-N1-S-324.455-L,10010,0.0,0,0.0,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=30
4030037,S,CCTV-N1-S-324.505-M,10010,23.002437592,0133,120.248069764,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=213
4030038,S,CCTV-N1-S-325.411-M,10010,22.994253159,0,120.248146058,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=92
4030039,S,CCTV-N1-S-327.360-L,10010,22.972553254,0133,120.248779297,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=368
4030040,S,CCTV-N1-S-329.995-M,10010,22.953128815,0,120.249061585,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=66
4030041,S,CCTV-N1-S-335.200-R,10010,22.905693055,0139,120.265136719,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=226
4030042,S,CCTV-N1-S-336.530-M,10010,22.893888474,0,120.271110535,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=70
4030043,S,CCTV-N1-S-338.250-M,10010,22.879999161,0,120.27861023,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=97
4030045,S,CCTV-N1-S-340.800-M,10010,22.858657,0,120.288478,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=36
4030046,S,CCTV-N1-S-342.435-M,10010,22.849493027,0,120.292701722,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=406
4030047,S,CCTV-N1-S-342.440-M,10010,0.0,0,0.0,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=99
4030048,S,CCTV-N1-S-346.600-M,10010,0.0,0,0.0,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=308
4030049,S,CCTV-N1-S-346.790-M,10010,22.812221528,0,120.314163209,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=100
4030052,S,CCTV-N1-S-349.998-M,10010,22.787380219,0,120.320678711,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=115
4030053,S,CCTV-N1-S-357.100-L,10010,0.0,0,0.0,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=229
4030054,S,CCTV-N1-S-359.150-M,10010,22.702777863,0,120.327774048,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=105
4030055,S,CCTV-N1-S-360.695-M,10010,22.693918229,0,120.327484131,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=126
4030056,S,CCTV-N1-S-362.175-M,10010,22.675947,0,120.328625,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=73
4030057,S,CCTV-N1-S-362.176-M,10010,22.675947,0147,120.328625,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=335
4030058,S,CCTV-N1-S-362.500-M,10010,22.673178,0149,120.328793,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=334
4030060,S,CCTV-N1-S-363.000-M-1,10010,0.0,0,0.0,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=127
4030061,S,CCTV-N1-S-363.000-M-2,10010,0.0,0,0.0,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=166
4030062,S,CCTV-N1-S-363.000-M-3,10010,0.0,0,0.0,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=167
4030063,S,CCTV-N1-S-363.600-M,10010,22.662828446,0,120.330177308,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=172
4030064,S,CCTV-N1-S-365.710-M,10010,22.644721985,0,120.336387635,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=129
4030066,S,CCTV-N1-S-366.100-M,10010,22.641260148,0,120.336784363,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=173
4030067,S,CCTV-N1-S-370.615-M,10010,22.606563569,0,120.340850831,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=132
4030069,S,CCTV-N1-S-373.650-L-E,10010,22.583374024,0,120.322303772,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=108
4030070,S,CCTV-N1-S-373.610-M,10010,22.582719803,0457,120.323989869,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=93
4030071,S,CCTV-N1-S-374.200-M,10010,22.578632355,0457,120.318290711,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=94
4030072,S,CCTV-N1-N-252.950-M,10010,23.588396073,0112,120.43183136,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=374
4030075,S,CCTV-N1-N-258.030-M,10010,23.546943665,0422,120.413612366,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=26
4030076,S,CCTV-N1-N-260.550-M,10010,23.524721146,0,120.40499878,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=2
4030077,S,CCTV-N1-N-263.910-M,10010,23.496944428,0,120.393608094,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=3
4030079,S,CCTV-N1-N-264.255-L,10010,23.494457245,0,120.392173768,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=363
4030080,S,CCTV-N1-N-266.400-M,10010,23.478359223,0114,120.380813599,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=376
4030081,S,CCTV-N1-N-267.650-M,10010,0.0,0,0.0,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=28
4030082,S,CCTV-N1-N-268.410-M,10010,23.460832596,0,120.375831605,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=5
4030083,S,CCTV-N1-N-269.600-M,10010,23.450832367,0,120.371391297,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=6
4030084,S,CCTV-N1-N-271.200-M,10010,23.438333512,0,120.363052369,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=7
4030085,S,CCTV-N1-N-272.450-M,10010,23.428333283,0,120.357780457,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=8
4030086,S,CCTV-N1-N-273.756-M,10010,23.419614792,0,120.355545044,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=9
4030087,S,CCTV-N1-N-276.450-M,10010,23.392221451,0118,120.355583191,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=228
4030088,S,CCTV-N1-N-278.100-M,10010,23.377996445,0,120.353111268,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=38
4030089,S,CCTV-N1-N-284.200-R,10010,23.339778901,0118,120.31263733,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=211
4030090,S,CCTV-N1-N-288.680-M,10010,23.305008,0,120.289531,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=32
4030092,S,CCTV-N1-N-290.400-M,10010,22.995843888,0,120.247962952,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=43
4030093,S,CCTV-N1-N-292.010-M,10010,23.281774521,0,120.274650574,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=37
4030094,S,CCTV-N1-N-295.170-M,10010,23.25492096,0124,120.256996155,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=379
4030095,S,CCTV-N1-N-300.350-M,10010,23.211944581,0,120.237503052,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=35
4030096,S,CCTV-N1-N-303.480-M,10010,23.183610917,0,120.235832215,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=46
4030097,S,CCTV-N1-N-303.650-L,10010,23.182891846,0416,120.236206055,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=365
4030098,S,CCTV-N1-N-310.750-M,10010,23.121110917,0,120.242225647,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=48
4030100,S,CCTV-N1-N-312.008-M,10010,23.113315583,0128,120.245178223,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=383
4030101,S,CCTV-N1-N-315.000-M,10010,23.083332062,0,120.251663209,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=50
4030102,S,CCTV-N1-N-316.175-M,10010,23.076507569,0132,120.252548218,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=384
4030103,S,CCTV-N1-N-317.200-M,10010,23.067283631,0132,120.253166199,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=45
4030104,S,CCTV-N1-N-318.906-M,10010,23.051950455,0132,120.25315857,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=385
4030106,S,CCTV-N1-N-319.600-M,10010,0.0,0,0.0,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=51
4030107,S,CCTV-N1-N-322.190-M,10010,0.0,0,0.0,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=338
4030108,S,CCTV-N1-N-323.009-M,10010,23.01544571,0,120.250465394,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=91
4030109,S,CCTV-N1-N-324.431-L,10010,22.999240876,0134,120.248512269,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=155
4030110,S,CCTV-N1-N-326.250-M,10010,22.984027863,0468,120.248588563,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=215
4030111,S,CCTV-N1-N-327.100-M,10010,22.974721909,0,120.249168396,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=71
4030112,S,CCTV-N1-N-327.440-L,10010,22.971790314,0136,120.250495911,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=367
4030114,S,CCTV-N1-N-328.780-M,10010,22.959722519,0136,120.249725342,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=72
4030115,S,CCTV-N1-N-331.200-M,10010,22.937776566,0,120.251113892,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=67
4030116,S,CCTV-N1-N-334.490-M,10010,22.911943436,0,120.262779236,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=68
4030117,S,CCTV-N1-N-335.201-R,10010,22.905693055,0140,120.266113282,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=227
4030118,S,CCTV-N1-N-335.200-M,10010,22.897584916,0,120.269897461,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=69
4030119,S,CCTV-N1-N-337.600-M,10010,22.903055192,0,120.266944886,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=96
4030120,S,CCTV-N1-N-340.286-M,10010,22.867181778,0,120.285095215,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=112
4030121,S,CCTV-N1-N-342.410-M,10010,22.845832825,0,120.295555115,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=98
4030124,S,CCTV-N1-N-345.512-M,10010,22.825841904,0,120.308967591,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=113
4030125,S,CCTV-N1-N-347.400-M,10010,22.770816803,0414,120.327163697,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=387
4030126,S,CCTV-N1-N-348.107-M,10010,0.0,0,0.0,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=293
4030127,S,CCTV-N1-N-349.150-M,10010,22.791387558,0,120.319725037,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=106
4030128,S,CCTV-N1-N-351.400-M,10010,22.805717469,0146,120.316184998,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=388
4030129,S,CCTV-N1-N-351.990-M,10010,22.765832902,0,120.32888794,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=101
4030130,S,CCTV-N1-N-353.155-M,10010,0.0,0,0.0,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=109
4030131,S,CCTV-N1-N-353.830-M,10010,22.750276566,0,120.334442139,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=102
4030132,S,CCTV-N1-N-355.010-M,10010,22.739721299,0,120.334442139,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=107
4030133,S,CCTV-N1-N-356.740-M,10010,22.723054886,0,120.333053589,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=103
4030134,S,CCTV-N1-N-357.890-M,10010,22.713888169,0,120.330833436,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=104
4030135,S,CCTV-N1-N-361.650-M,10010,22.680555344,0,120.328613282,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=133
4030136,S,CCTV-N1-N-362.570-M,10010,0.0,0,0.0,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=90
4030137,S,CCTV-N1-N-363.200-M,10010,0.0,0,0.0,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=137
4030138,S,CCTV-N1-N-363.330-M-1,10010,0.0,0,0.0,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=168
4030139,S,CCTV-N1-N-363.330-M-2,10010,0.0,0,0.0,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=169
4030140,S,CCTV-N1-N-363.395-M-1,10010,0.0,0,0.0,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=170
4030141,S,CCTV-N1-N-363.395-M-2,10010,0.0,0,0.0,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=171
4030142,S,CCTV-N1-N-364.500-M,10010,22.659822464,0,120.331672669,2,0
4030145,S,CCTV-N1-N-367.000-M,10010,22.633333207,0,120.336662293,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=135
4030147,S,CCTV-N1-N-367.955-M,10010,22.629592896,0,120.336441041,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=134
4030148,S,CCTV-N1-N-368.510-M,10010,22.617221833,0,120.337219239,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=130
4030150,S,CCTV-N1-N-369.763-M,10010,22.6134758,0,120.338058472,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=131
4030151,S,CCTV-N1-N-371.000-M,10010,0.0,0,0.0,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=174
4030152,S,CCTV-N1-N-372.050-M,10010,22.588342667,0,120.33229065,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=136
4030153,S,CCTV-N1-N-372.600-M,10010,22.587329865,0,120.33090973,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=175
4030154,S,CCTV-N1-N-373.650-L-N,10010,22.58049965,0,120.322891236,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=65
4030155,S,CCTV-N1-N-373.650-L-W,10010,22.583486558,0,120.322311402,2,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=44
4030159,S,CCTV-N1K-E-0-T,10018,22.585494996,0,120.300338746,3,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=212
4030160,S,CCTV-N1K-E-0.290-L,10018,22.588670731,0,120.295646668,3,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=95
4030162,S,CCTV-N1K-E-0.930-L,10018,22.580226899,0,120.312423707,3,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=123
4030164,S,CCTV-N1K-W-1.150-L,10018,22.581584931,0,120.311408997,4,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=124
4030167,S,CCTV-N3-S-271.905-M,10030,23.642528534,0,120.57258606,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=157
4030168,S,CCTV-N3-S-272.680-M,10030,23.633569718,0465,120.570106507,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1056
4030169,S,CCTV-N3-S-275.500-M,10030,23.614204407,0,120.552383423,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=164
4030170,S,CCTV-N3-S-277.000-M,10030,23.609376908,0,120.539176941,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=165
4030172,S,CCTV-N3-S-277.905-M,10030,23.606149674,0295,120.531112671,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1057
4030173,S,CCTV-N3-S-279-L-E-1,10030,23.59631157,0,120.520881653,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1058
4030174,S,CCTV-N3-S-281.850-M,10030,23.577777863,0,120.508209229,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=161
4030175,S,CCTV-N3-S-283.400-M,10030,23.564165116,0,120.504943848,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=197
4030176,S,CCTV-N3-S-286.500-M,10030,23.539394379,0,120.495986939,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=198
4030177,S,CCTV-N3-S-287.995-M,10030,23.528959275,0297,120.486686707,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1059
4030178,S,CCTV-N3-S-289.805-M,10030,23.512699128,0297,120.485733033,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1060
4030179,S,CCTV-N3-S-289-L-E-1,10030,23.520429612,0,120.48110199,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1062
4030180,S,CCTV-N3-S-290-L-S-1,10030,23.504024506,0,120.490386963,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1061
4030181,S,CCTV-N3-S-290.915-M,10030,23.50630951,0,120.489112855,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=199
4030182,S,CCTV-N3-S-292.735-M,10030,23.49096489,0,120.494598389,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=178
4030183,S,CCTV-N3-S-292.755-M,10030,23.490789414,0299,120.494644166,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=390
4030184,S,CCTV-N3-S-292.756-M,10030,23.487325669,0,120.496032715,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=393
4030185,S,CCTV-N3-S-292.885-M,10030,23.487009049,0,120.496246338,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=179
4030189,S,CCTV-N3-S-293.085-M,10030,23.485580445,0,120.497169495,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=180
4030191,S,CCTV-N3-S-293.285-M,10030,23.483800889,0,120.498046875,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=181
4030194,S,CCTV-N3-S-293.485-M,10030,23.482299805,0,120.498756409,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=182
4030197,S,CCTV-N3-S-293.685-M,10030,23.480510712,0,120.499412537,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=183
4030200,S,CCTV-N3-S-293.885-M,10030,23.478729249,0,120.499870301,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=184
4030203,S,CCTV-N3-S-296.445-M,10030,23.458539963,0299,120.491142273,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1063
4030204,S,CCTV-N3-S-297.395-M,10030,23.454149247,0,120.487007142,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=193
4030205,S,CCTV-N3-S-297-L-E-1,10030,23.450994492,0,120.48210907,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1064
4030206,S,CCTV-N3-S-304.412-M,10030,23.408830643,0303,120.439758301,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1065
4030207,S,CCTV-N3-S-306.668-M,10030,23.391490937,0303,120.429786683,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1066
4030208,S,CCTV-N3-S-307.600-M,10030,23.156349183,0,120.230545044,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=222
4030209,S,CCTV-N3-S-309.029-M,10030,23.370470047,0303,120.433456421,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1067
4030210,S,CCTV-N3-S-311-L-E-1,10030,23.34684372,0,120.435127259,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1068
4030211,S,CCTV-N3-S-311.744-M,10030,23.349790574,0,120.439315796,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=216
4030212,S,CCTV-N3-S-318.069-M,10030,23.300239563,0305,120.409507752,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1069
4030213,S,CCTV-N3-S-318.849-M,10030,23.296199799,0305,120.403289795,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1070
4030216,S,CCTV-N3-S-323.050-M,10030,23.267879487,0449,120.376731873,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1071
4030217,S,CCTV-N3-S-323.374-M,10030,23.268068314,0,120.377082825,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=224
4030218,S,CCTV-N3-S-326.000-M,10030,23.244333268,0,120.366668702,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=225
4030219,S,CCTV-N3-S-327.212-M,10030,23.234329224,0449,120.362251282,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1072
4030220,S,CCTV-N3-S-328.600-M,10030,23.222293854,0449,120.359405518,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1073
4030221,S,CCTV-N3-S-329.752-M,10030,23.215656281,0,120.356658936,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=230
4030222,S,CCTV-N3-S-333.424-M,10030,23.179254532,0311,120.354766846,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1074
4030223,S,CCTV-N3-S-335.004-M,10030,23.168708802,0,120.352813721,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=232
4030224,S,CCTV-N3-S-337.239-M,10030,23.148712159,0313,120.339546204,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1075
4030225,S,CCTV-N3-S-339.124-M,10030,23.132900239,0313,120.333732605,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=1076
4030226,S,CCTV-N3-S-340.089-M,10030,23.127859116,0,120.332839966,1,https://cctvs.freeway.gov.tw/live-view/mjpg/video.cgi?camera=235
